Row_ID,Slice_Type,5QI_Class,Resource_Type,QoS_Priority,Use_Case,Device_Type,Packet_Delay_Budget_ms,Packet_Loss_Rate,Throughput_Mbps,Guaranteed_Bit_Rate_Mbps,Bandwidth_MHz,Signal_Strength_dBm,SNR_dB,Jitter_ms,Network_Load_Percent,Duration_s,Modulation_Type,Num_UEs
443,eMBB,3,Non-GBR,47,VR Gaming,AR Headset,190.6724,0.0380513406794283,8.441141,0.0,100,-78.3,21.46,15.8139,83.03,32.85,64-QAM,67
444,eMBB,2,Non-GBR,47,VR Gaming,Laptop,199.0595,0.07295810148564469,8.940095,0.0,200,-80.88,21.5,12.3005,89.43,36.19,64-QAM,72
445,eMBB,7,Non-GBR,53,Video Conferencing,Tablet,196.5292,0.1,8.812632,0.0,100,-77.43,19.1,11.5676,86.22,103.0,64-QAM,69
446,eMBB,4,Non-GBR,51,Live Streaming,Smartphone,198.2677,0.1,8.644296,0.0,200,-78.69,22.96,18.9209,92.56,53.23,64-QAM,75
447,eMBB,5,Non-GBR,47,AR Navigation,Laptop,190.5236,0.1,9.036465,0.0,200,-77.31,19.04,9.0616,92.04,67.26,64-QAM,74
448,eMBB,8,Non-GBR,51,AR Navigation,Smart TV,192.9533,0.1,9.261295,0.0,100,-75.8,21.48,7.4154,88.5,52.1,64-QAM,72
449,eMBB,2,Non-GBR,48,Video Conferencing,Smartphone,191.351,0.1,8.345241,0.0,200,-78.14,19.34,13.5702,90.12,55.78,64-QAM,75
450,eMBB,9,Non-GBR,54,Video Conferencing,Laptop,196.9886,0.1,9.100299,0.0,50,-74.05,20.24,19.2758,88.82,15.43,64-QAM,74
451,eMBB,7,Non-GBR,54,AR Navigation,Smartphone,203.0049,0.1,9.701152,0.0,200,-77.97,19.53,11.4594,92.11,90.48,64-QAM,76
452,eMBB,6,Non-GBR,52,VR Gaming,Laptop,216.5309,0.1,9.216367,0.0,200,-79.78,19.54,7.4362,95.44,52.64,64-QAM,80
453,eMBB,4,Non-GBR,53,VR Gaming,Smartphone,214.7908,0.1,9.322336,0.0,50,-81.2,20.2,11.5453,89.87,24.08,64-QAM,73
454,eMBB,6,Non-GBR,47,Video Conferencing,Smartphone,212.2985,0.1,9.468913,0.0,100,-79.44,19.72,13.8875,94.57,63.94,64-QAM,78
455,eMBB,6,Non-GBR,53,Live Streaming,Smartphone,209.255,0.1,9.48425,0.0,50,-79.01,22.08,8.6495,91.67,43.73,64-QAM,77
456,eMBB,6,Non-GBR,49,AR Navigation,Laptop,203.4796,0.1,9.099255,0.0,200,-76.29,19.24,15.4781,91.05,91.75,64-QAM,74
457,eMBB,6,Non-GBR,53,Cloud Download,Smartphone,203.2078,0.1,8.71884,0.0,100,-77.73,21.01,20.2888,93.26,74.39,64-QAM,76
458,eMBB,6,Non-GBR,47,Live Streaming,Smart TV,198.9471,0.1,8.726044,0.0,200,-80.48,22.77,12.2595,90.59,52.73,64-QAM,76
459,eMBB,9,Non-GBR,46,Video Conferencing,Tablet,198.4601,0.1,9.338859,0.0,200,-78.08,20.02,10.8818,92.13,46.88,64-QAM,75
460,eMBB,8,Non-GBR,47,Video Conferencing,Tablet,204.7971,0.1,9.552766,0.0,50,-76.71,19.9,11.8883,90.26,39.22,64-QAM,76
461,eMBB,8,Non-GBR,47,Cloud Download,Smartphone,196.7084,0.1,9.285086,0.0,50,-76.74,19.75,7.4868,99.0,31.32,64-QAM,82
462,eMBB,6,Non-GBR,53,Cloud Download,AR Headset,202.6663,0.1,9.636347,0.0,100,-77.03,22.37,18.6107,94.0,114.77,64-QAM,79
463,eMBB,6,Non-GBR,52,Video Conferencing,AR Headset,208.2955,0.1,8.132453,0.0,100,-76.83,21.11,12.2973,91.78,86.02,64-QAM,75
464,eMBB,9,Non-GBR,48,Video Conferencing,Smart TV,204.4299,0.1,8.860478,0.0,100,-78.77,19.76,11.6748,94.47,103.08,64-QAM,78
465,eMBB,5,Non-GBR,49,VR Gaming,Smart TV,189.2195,0.1,8.042759,0.0,200,-77.9,21.39,14.4144,93.41,101.63,64-QAM,77
466,eMBB,7,Non-GBR,48,AR Navigation,Smart TV,186.0961,0.1,8.044057,0.0,50,-76.1,19.05,11.3411,92.97,8.44,64-QAM,75
467,eMBB,6,Non-GBR,45,Cloud Download,AR Headset,195.2393,0.1,7.674285,0.0,50,-81.73,21.49,14.7164,95.34,119.66,64-QAM,77
468,eMBB,3,Non-GBR,51,Video Conferencing,Laptop,194.6583,0.1,7.280232,0.0,50,-79.82,21.05,6.677,95.6,114.65,64-QAM,78
469,eMBB,8,Non-GBR,53,Video Conferencing,Smart TV,187.9693,0.1,8.180815,0.0,100,-79.85,20.38,16.3459,91.54,57.04,64-QAM,77
470,eMBB,6,Non-GBR,54,Cloud Download,AR Headset,185.5527,0.1,8.139837,0.0,50,-77.48,19.62,17.7825,91.18,83.91,64-QAM,76
471,eMBB,1,Non-GBR,50,Video Conferencing,Smart TV,191.75,0.1,8.519912,0.0,50,-75.9,19.49,14.4606,91.82,8.15,64-QAM,75
472,eMBB,8,Non-GBR,52,Cloud Download,Smart TV,194.3716,0.1,8.654079,0.0,50,-78.29,22.26,18.819,85.46,54.29,64-QAM,71
473,eMBB,4,Non-GBR,49,AR Navigation,Smartphone,191.9392,0.1,9.037928,0.0,100,-82.28,23.09,7.7928,87.51,65.38,64-QAM,72
474,eMBB,1,Non-GBR,52,Live Streaming,Tablet,189.9732,0.1,9.171928,0.0,50,-79.99,19.46,12.0479,95.81,80.99,64-QAM,78
475,eMBB,8,Non-GBR,45,Video Conferencing,Smart TV,188.2926,0.1,8.613765,0.0,100,-77.43,21.06,13.5809,96.27,113.43,64-QAM,80
476,eMBB,8,Non-GBR,53,VR Gaming,AR Headset,183.2171,0.1,9.286809,0.0,50,-76.96,17.85,12.9574,90.19,101.28,64-QAM,76
477,eMBB,8,Non-GBR,51,AR Navigation,Smartphone,194.5679,0.1,9.121742,0.0,50,-77.59,19.9,11.3048,92.24,64.16,64-QAM,75
478,eMBB,5,Non-GBR,49,Video Conferencing,AR Headset,191.91,0.1,8.457884,0.0,50,-78.76,20.85,10.299,91.0,2.32,64-QAM,76
479,eMBB,1,Non-GBR,46,Cloud Download,Laptop,199.7246,0.1,8.465704,0.0,100,-82.32,18.75,7.7648,98.82,20.95,64-QAM,81
480,eMBB,8,Non-GBR,54,Live Streaming,Tablet,207.2267,0.1,9.444655,0.0,100,-77.46,19.35,11.8994,92.43,78.61,64-QAM,76
481,eMBB,6,Non-GBR,53,Cloud Download,Smart TV,209.7055,0.1,9.959361,0.0,50,-79.3,20.18,8.6789,88.16,4.75,64-QAM,73
482,eMBB,5,Non-GBR,51,AR Navigation,Smartphone,202.8354,0.1,9.80529,0.0,200,-72.66,21.93,16.5119,85.12,28.17,64-QAM,69
483,eMBB,4,Non-GBR,48,AR Navigation,Smartphone,202.1233,0.1,9.681891,0.0,100,-75.38,21.46,9.0184,82.58,56.5,64-QAM,69
484,eMBB,1,Non-GBR,48,VR Gaming,Laptop,199.4201,0.1,9.598672,0.0,100,-78.64,17.9,6.8001,87.41,51.47,64-QAM,70
485,eMBB,1,Non-GBR,51,Live Streaming,Smartphone,191.6647,0.1,10.734983,0.0,50,-78.0,18.43,13.1608,83.9,104.36,64-QAM,69
486,eMBB,3,Non-GBR,50,VR Gaming,Smart TV,192.5901,0.1,10.861288,0.0,200,-76.44,20.97,13.8022,81.25,83.06,64-QAM,68
487,eMBB,6,Non-GBR,45,AR Navigation,Laptop,184.4586,0.1,11.000541,0.0,50,-77.06,22.4,16.792,82.9,109.96,64-QAM,69
488,eMBB,1,Non-GBR,49,Video Conferencing,Tablet,191.9736,0.05328031846313155,11.426858,0.0,100,-73.95,17.79,13.5128,80.9,54.52,64-QAM,67
489,eMBB,7,Non-GBR,54,AR Navigation,Laptop,188.7548,0.1,11.401301,0.0,100,-77.32,20.4,10.2274,88.48,30.64,64-QAM,73
490,eMBB,9,Non-GBR,49,VR Gaming,AR Headset,189.8905,0.1,11.13847,0.0,50,-78.53,20.68,16.3706,85.33,55.15,64-QAM,70
491,eMBB,5,Non-GBR,47,Cloud Download,Smart TV,190.9834,0.09366420116040741,10.954206,0.0,50,-72.6,23.89,12.9524,81.9,79.53,64-QAM,66
492,eMBB,7,Non-GBR,54,VR Gaming,Smartphone,188.9365,0.1,10.867736,0.0,200,-77.02,20.86,6.7166,85.59,63.82,64-QAM,70
493,eMBB,5,Non-GBR,49,Live Streaming,Smart TV,191.9225,0.09345426495278572,10.819191,0.0,200,-74.58,22.52,13.3596,80.59,47.11,64-QAM,68
494,eMBB,9,Non-GBR,49,Live Streaming,Tablet,187.6153,0.06872513545253556,11.168102,0.0,100,-76.61,22.52,17.5535,76.96,39.21,64-QAM,63
495,eMBB,4,Non-GBR,49,Cloud Download,Tablet,192.8163,0.04558760499066785,11.134563,0.0,200,-75.93,18.48,11.1336,83.29,105.43,64-QAM,70
496,eMBB,8,Non-GBR,48,AR Navigation,AR Headset,183.3319,0.026945547681376438,11.454111,0.0,200,-75.28,23.2,9.3028,79.5,71.58,64-QAM,66
497,eMBB,4,Non-GBR,50,Cloud Download,Laptop,184.076,0.014389434154834825,11.326737,0.0,100,-78.56,22.93,7.3709,73.91,14.3,64-QAM,63
498,eMBB,1,Non-GBR,49,VR Gaming,Laptop,195.6971,0.008251241878119027,11.305811,0.0,100,-71.09,23.2,7.9455,75.59,67.78,64-QAM,64
499,eMBB,4,Non-GBR,51,AR Navigation,Smartphone,187.0941,0.006489549195109542,10.257247,0.0,100,-71.95,28.62,11.2807,72.65,20.88,64-QAM,59
500,eMBB,9,Non-GBR,49,Live Streaming,Laptop,181.93,0.0051534378603300115,10.830848,0.0,100,-74.84,19.85,13.0439,70.24,58.49,64-QAM,60
501,eMBB,7,Non-GBR,49,VR Gaming,Laptop,185.4908,0.005042543883792128,11.04108,0.0,50,-77.46,24.96,6.6115,76.26,108.04,64-QAM,65
502,eMBB,9,Non-GBR,53,Cloud Download,Tablet,186.5169,0.004307686924656732,11.5531,0.0,100,-74.96,21.74,17.8627,78.3,34.04,64-QAM,64
503,eMBB,2,Non-GBR,49,Video Conferencing,Smart TV,187.3881,0.002522114578778875,10.048717,0.0,100,-73.32,23.69,15.5269,67.45,21.15,64-QAM,56
504,eMBB,5,Non-GBR,53,Cloud Download,Laptop,189.3626,0.00252107197663077,11.269809,0.0,100,-73.77,22.69,13.4568,72.41,32.76,64-QAM,59
505,eMBB,3,Non-GBR,47,Live Streaming,Laptop,191.4036,0.0017275338501295966,11.201227,0.0,200,-73.18,22.58,16.8417,67.84,26.97,64-QAM,56
506,eMBB,1,Non-GBR,45,VR Gaming,Smartphone,195.8458,0.0013870562601054634,11.774256,0.0,100,-72.46,22.41,6.9747,67.39,95.81,64-QAM,56
507,eMBB,3,Non-GBR,47,Cloud Download,AR Headset,195.087,0.0012850949133439375,11.194691,0.0,50,-70.33,23.88,12.3644,66.13,88.55,64-QAM,55
508,eMBB,8,Non-GBR,49,Live Streaming,Smartphone,190.4148,0.0016572681336691594,11.535768,0.0,50,-71.74,21.29,14.111,64.36,44.33,64-QAM,55
509,eMBB,1,Non-GBR,47,VR Gaming,Smart TV,192.321,0.0025452798018381828,10.999921,0.0,100,-75.33,24.51,16.9253,66.15,85.84,64-QAM,56
510,eMBB,7,Non-GBR,54,Cloud Download,Smartphone,200.8866,0.0023413239770209444,10.766568,0.0,50,-69.79,23.12,17.0438,62.56,49.26,64-QAM,51
511,eMBB,9,Non-GBR,52,Live Streaming,Tablet,195.7557,0.0018808181286471654,11.844372,0.0,200,-69.7,21.81,9.6693,64.91,105.36,64-QAM,53
512,eMBB,7,Non-GBR,49,AR Navigation,Smartphone,186.4274,0.0017703618337688272,11.715362,0.0,100,-66.3,23.02,17.8712,63.0,68.81,64-QAM,53
513,eMBB,3,Non-GBR,52,Cloud Download,Tablet,191.3179,0.0017913622927631444,11.816934,0.0,50,-74.54,25.74,7.4048,61.48,12.18,64-QAM,53
514,eMBB,5,Non-GBR,45,Cloud Download,AR Headset,187.5997,0.001448853276920984,12.236716,0.0,50,-71.22,23.34,17.1202,58.53,70.09,64-QAM,49
515,eMBB,3,Non-GBR,47,VR Gaming,Laptop,172.3157,0.0017749854095590301,12.413423,0.0,100,-75.88,24.68,16.8811,58.58,100.18,64-QAM,50
516,eMBB,9,Non-GBR,54,Video Conferencing,Tablet,178.4841,0.0015906457676338492,12.398031,0.0,50,-71.22,22.74,7.5679,61.63,26.97,64-QAM,50
517,eMBB,1,Non-GBR,50,AR Navigation,AR Headset,174.9694,0.0015173316085124115,12.499212,0.0,100,-73.08,25.14,14.0928,59.93,97.17,64-QAM,48
518,eMBB,3,Non-GBR,47,VR Gaming,AR Headset,174.3436,0.0015014165027057923,13.611388,0.0,50,-67.07,25.57,5.722,54.57,72.98,64-QAM,46
519,eMBB,8,Non-GBR,49,Cloud Download,Smart TV,176.5857,0.0014220811252479769,13.333116,0.0,200,-72.92,27.09,10.309,56.88,66.64,64-QAM,46
520,eMBB,1,Non-GBR,46,AR Navigation,Smartphone,177.6242,0.0014640809442967953,13.232789,0.0,50,-74.96,23.94,11.748,57.92,86.37,64-QAM,49
521,eMBB,5,Non-GBR,47,VR Gaming,Laptop,180.8335,0.0011486650922945265,13.579083,0.0,50,-70.89,26.03,12.775,49.75,60.2,64-QAM,43
522,eMBB,2,Non-GBR,46,Live Streaming,Smart TV,177.048,0.0009379560144549846,13.907611,0.0,100,-75.05,24.6,16.9109,55.49,57.74,64-QAM,46
523,eMBB,4,Non-GBR,51,VR Gaming,Tablet,179.3058,0.0007102064917947772,14.234298,0.0,50,-68.69,26.85,13.8169,50.99,105.71,64-QAM,41
524,eMBB,3,Non-GBR,47,Video Conferencing,AR Headset,176.7301,0.0007383375909235577,14.244466,0.0,100,-74.89,23.54,11.2558,53.81,107.91,64-QAM,47
525,eMBB,3,Non-GBR,52,VR Gaming,AR Headset,180.2218,0.000813309234420444,13.368818,0.0,200,-69.73,26.22,15.6211,48.94,84.99,64-QAM,41
526,eMBB,7,Non-GBR,51,VR Gaming,AR Headset,181.9165,0.0008346862297381305,14.019255,0.0,100,-73.15,25.21,17.5617,44.97,113.69,64-QAM,37
527,eMBB,4,Non-GBR,51,VR Gaming,AR Headset,173.9398,0.0010685042504656546,13.188699,0.0,100,-69.57,25.44,5.4869,44.66,7.68,64-QAM,37
528,eMBB,3,Non-GBR,45,Cloud Download,AR Headset,180.0651,0.0009744326395272623,13.213619,0.0,50,-66.49,25.25,17.7862,48.86,17.69,64-QAM,43
529,eMBB,4,Non-GBR,45,VR Gaming,Laptop,175.2177,0.001017366274800316,12.712686,0.0,200,-69.02,25.51,6.313,48.68,50.28,64-QAM,42
530,eMBB,6,Non-GBR,50,AR Navigation,Tablet,179.0179,0.0007640475490065765,12.638242,0.0,100,-70.61,25.39,15.5758,44.39,63.09,64-QAM,38
531,eMBB,8,Non-GBR,45,Cloud Download,Tablet,179.7597,0.0006761676124420787,12.777633,0.0,50,-69.71,25.5,8.9203,48.24,1.94,64-QAM,40
532,eMBB,6,Non-GBR,45,VR Gaming,AR Headset,188.4887,0.0007412543621631933,12.898565,0.0,50,-68.08,28.31,7.3987,40.58,8.05,64-QAM,34
533,eMBB,8,Non-GBR,48,Cloud Download,AR Headset,183.4653,0.0008267529630010052,13.057728,0.0,100,-67.98,27.02,11.1528,44.61,55.41,64-QAM,37
534,eMBB,9,Non-GBR,54,Live Streaming,Smartphone,178.3164,0.0007373093028458493,13.794935,0.0,50,-70.82,27.26,13.3875,40.45,31.88,64-QAM,35
535,eMBB,5,Non-GBR,50,Video Conferencing,Smart TV,176.2634,0.0006945127264807934,13.847428,0.0,100,-67.1,25.18,9.9883,41.41,96.81,64-QAM,35
536,eMBB,2,Non-GBR,54,AR Navigation,AR Headset,173.0444,0.0005048066694117066,13.54909,0.0,100,-73.97,24.39,5.8523,42.81,106.75,64-QAM,38
537,eMBB,8,Non-GBR,51,Live Streaming,Laptop,176.7818,0.0004721327626899325,13.905444,0.0,100,-69.14,27.49,12.7216,39.41,83.13,64-QAM,33
538,eMBB,5,Non-GBR,53,Cloud Download,Smartphone,165.3431,0.0005601231150839134,14.326785,0.0,200,-69.01,27.3,15.4047,40.17,82.09,64-QAM,33
539,eMBB,2,Non-GBR,45,Cloud Download,Laptop,159.8857,0.0006143024929939076,13.482064,0.0,100,-67.47,27.84,9.0855,43.7,87.07,64-QAM,38
540,eMBB,9,Non-GBR,45,Cloud Download,Tablet,154.9515,0.0006572128748288804,13.682162,0.0,50,-67.62,25.26,6.995,38.33,34.45,64-QAM,33
541,eMBB,8,Non-GBR,54,Cloud Download,Smartphone,163.4398,0.0006418589933575052,13.909665,0.0,200,-71.2,25.46,9.9666,41.96,117.86,64-QAM,35
542,eMBB,2,Non-GBR,53,Video Conferencing,Smart TV,174.209,0.000623718072633749,13.609134,0.0,50,-69.07,23.99,5.816,35.48,71.1,64-QAM,29
543,eMBB,3,Non-GBR,51,VR Gaming,Smart TV,172.3311,0.0005378243217129387,14.195704,0.0,200,-67.58,25.42,15.0676,39.9,62.23,64-QAM,34
544,eMBB,9,Non-GBR,48,Cloud Download,AR Headset,170.6396,0.0006063819422304116,13.936715,0.0,200,-68.58,27.29,14.9896,42.09,57.95,64-QAM,36
545,eMBB,9,Non-GBR,47,VR Gaming,Laptop,169.6157,0.0006402814866349622,13.859624,0.0,200,-67.12,26.32,12.0699,29.82,23.98,64-QAM,27
546,eMBB,6,Non-GBR,45,Cloud Download,AR Headset,175.7541,0.0006805254002262427,13.649928,0.0,200,-67.83,27.53,9.6168,34.34,43.67,64-QAM,30
547,eMBB,3,Non-GBR,48,Live Streaming,Smart TV,168.4565,0.0005952462005495282,13.571089,0.0,50,-66.2,25.92,14.4847,37.97,96.82,64-QAM,33
548,eMBB,9,Non-GBR,48,VR Gaming,AR Headset,169.3601,0.0003920504918864368,12.953146,0.0,100,-68.07,26.97,11.6567,35.16,96.59,64-QAM,31
549,eMBB,1,Non-GBR,49,AR Navigation,Smart TV,174.6185,0.0004940712467433629,12.260925,0.0,50,-67.46,24.63,15.3342,36.44,48.13,64-QAM,32
550,eMBB,1,Non-GBR,49,Video Conferencing,Laptop,175.6788,0.00045300629245083275,13.194651,0.0,100,-62.28,26.82,13.0357,33.08,64.46,64-QAM,28
551,eMBB,6,Non-GBR,49,VR Gaming,Smart TV,174.8075,0.00039104439544046364,12.77234,0.0,50,-69.8,22.04,14.8426,34.74,28.06,64-QAM,29
552,eMBB,8,Non-GBR,54,Cloud Download,Laptop,178.8786,0.00045762911955992796,12.345833,0.0,200,-70.43,26.36,12.8613,33.63,37.41,64-QAM,28
553,eMBB,3,Non-GBR,52,AR Navigation,Tablet,160.2337,0.0004302960927734286,11.406892,0.0,200,-65.88,23.83,9.4522,37.22,88.0,64-QAM,31
554,eMBB,5,Non-GBR,47,VR Gaming,Smart TV,165.326,0.0005325821732401516,11.370511,0.0,100,-68.18,28.4,16.0459,34.13,115.77,64-QAM,28
555,eMBB,6,Non-GBR,54,Cloud Download,Laptop,161.4004,0.0005921845969085296,11.001943,0.0,100,-67.45,27.76,10.9555,34.05,48.72,64-QAM,29
556,eMBB,2,Non-GBR,48,VR Gaming,Smartphone,150.9696,0.0006581489616801385,12.175547,0.0,50,-67.86,27.55,10.9236,31.48,19.36,64-QAM,28
557,eMBB,3,Non-GBR,52,Cloud Download,Tablet,156.6286,0.0004951368393191826,12.861259,0.0,100,-66.71,29.19,7.1163,30.95,66.48,64-QAM,26
558,eMBB,8,Non-GBR,52,Cloud Download,Smart TV,166.32,0.0006197123207056483,12.599292,0.0,50,-62.97,25.49,12.2737,30.83,62.87,64-QAM,26
559,eMBB,2,Non-GBR,51,Video Conferencing,Laptop,165.2058,0.0006337292577796805,13.850984,0.0,100,-65.01,29.32,11.5665,33.05,78.73,64-QAM,30
560,eMBB,4,Non-GBR,49,Cloud Download,AR Headset,170.6138,0.0005754525731533898,14.283572,0.0,100,-64.35,28.36,7.3259,30.35,28.8,64-QAM,27
561,eMBB,8,Non-GBR,50,VR Gaming,AR Headset,179.0675,0.0005809728934448646,14.001868,0.0,100,-69.28,26.42,6.1189,32.25,46.56,64-QAM,27
562,eMBB,6,Non-GBR,52,Live Streaming,Smart TV,184.5088,0.0004113720182434771,12.678938,0.0,200,-69.78,27.96,13.3409,37.39,41.49,64-QAM,31
563,eMBB,8,Non-GBR,50,VR Gaming,Smart TV,190.4688,0.0004540411376303843,13.953335,0.0,200,-72.39,24.98,15.8962,33.58,5.5,64-QAM,28
564,eMBB,7,Non-GBR,49,AR Navigation,Smartphone,189.5095,0.00037998850468025575,13.199938,0.0,50,-67.58,25.78,12.6286,29.8,42.6,64-QAM,24
565,eMBB,2,Non-GBR,48,AR Navigation,Smartphone,185.1386,0.0003060982038828969,12.435168,0.0,100,-64.93,25.67,8.4931,34.2,10.38,64-QAM,29
566,eMBB,4,Non-GBR,46,AR Navigation,AR Headset,171.1285,0.000245270407783006,13.122537,0.0,50,-64.81,26.28,13.1181,29.22,61.69,64-QAM,27
567,eMBB,9,Non-GBR,49,VR Gaming,Smart TV,167.6023,0.00032792853230594813,14.418738,0.0,100,-65.28,26.0,5.9679,24.18,63.31,64-QAM,22
568,eMBB,7,Non-GBR,45,Live Streaming,Laptop,161.4642,0.0003071998714793191,14.99602,0.0,200,-65.47,29.12,9.8377,27.13,53.17,64-QAM,24
569,eMBB,8,Non-GBR,51,AR Navigation,AR Headset,174.3946,0.0004320212641915464,15.079686,0.0,200,-66.26,27.17,7.2262,24.42,73.15,64-QAM,21
570,eMBB,9,Non-GBR,51,Video Conferencing,Tablet,171.058,0.0003983426352093725,15.169287,0.0,100,-65.36,27.64,7.3405,28.86,100.35,64-QAM,25
571,eMBB,6,Non-GBR,49,Video Conferencing,Laptop,170.2739,0.0002988916213888685,15.377746,0.0,100,-64.44,26.16,7.5194,29.87,78.07,64-QAM,25
572,eMBB,7,Non-GBR,46,Video Conferencing,Smart TV,172.6555,0.0002588251875366715,15.510565,0.0,200,-70.18,23.79,9.8534,34.75,27.3,64-QAM,30
573,eMBB,2,Non-GBR,49,Video Conferencing,Tablet,171.1415,0.0003517119164322055,15.387368,0.0,200,-65.52,27.34,5.747,30.62,13.94,64-QAM,27
574,eMBB,1,Non-GBR,54,Live Streaming,Smartphone,179.6848,0.0003564915000869782,15.196835,0.0,50,-63.92,24.24,10.394,28.9,109.74,64-QAM,24
575,eMBB,8,Non-GBR,50,Cloud Download,Smartphone,172.8901,0.0003355959372646329,14.954066,0.0,200,-67.23,26.7,11.3795,31.98,37.66,64-QAM,29
576,eMBB,8,Non-GBR,48,VR Gaming,AR Headset,171.5314,0.0003625739098395845,14.40451,0.0,100,-63.16,25.67,10.949,22.8,117.67,64-QAM,19
577,eMBB,7,Non-GBR,48,Live Streaming,Smartphone,165.4776,0.00041332148709497836,14.176418,0.0,50,-60.39,29.97,9.3983,30.08,6.7,64-QAM,28
578,eMBB,1,Non-GBR,51,AR Navigation,Laptop,157.3094,0.0005195193537821801,13.278687,0.0,100,-66.54,28.2,13.9597,31.64,44.13,64-QAM,26
579,eMBB,4,Non-GBR,48,VR Gaming,AR Headset,154.4129,0.0006752830709061895,13.315113,0.0,50,-64.18,27.67,6.2032,24.84,64.01,64-QAM,22
580,eMBB,8,Non-GBR,53,VR Gaming,Tablet,156.2485,0.0006095965039403796,12.903038,0.0,100,-68.01,28.63,10.2185,32.67,88.01,64-QAM,27
581,eMBB,8,Non-GBR,52,VR Gaming,Smartphone,155.1427,0.0004662619301449712,12.497265,0.0,200,-65.68,25.71,5.3281,30.22,61.93,64-QAM,28
582,eMBB,1,Non-GBR,47,Cloud Download,Smartphone,152.4728,0.0004357060094221431,12.795989,0.0,100,-64.66,28.02,5.3336,27.92,5.07,64-QAM,24
583,eMBB,5,Non-GBR,53,Live Streaming,AR Headset,146.3336,0.0004647176475040995,13.657748,0.0,50,-65.82,27.2,10.2683,31.04,71.52,64-QAM,28
584,eMBB,7,Non-GBR,50,Live Streaming,Laptop,149.801,0.0003925564807953157,14.155089,0.0,100,-69.22,26.8,10.4293,35.92,13.44,64-QAM,30
585,eMBB,4,Non-GBR,51,VR Gaming,Tablet,143.4787,0.00033879595831261863,13.335008,0.0,50,-65.51,28.95,13.1229,29.62,77.4,64-QAM,26
586,eMBB,8,Non-GBR,52,AR Navigation,Smartphone,152.0248,0.0003782030834679563,12.929862,0.0,100,-63.03,28.12,10.4975,29.79,37.95,64-QAM,27
587,eMBB,4,Non-GBR,53,Video Conferencing,Smart TV,154.6023,0.00038759866260123236,13.552073,0.0,200,-64.63,27.67,15.0251,27.64,103.74,64-QAM,23
588,eMBB,6,Non-GBR,49,AR Navigation,Laptop,147.3162,0.000402046751705787,13.120607,0.0,200,-63.36,24.87,4.9216,26.44,67.05,64-QAM,25
589,eMBB,1,Non-GBR,51,VR Gaming,Smart TV,148.8282,0.00035888899761212314,13.133969,0.0,100,-66.76,25.41,5.4859,31.45,105.08,64-QAM,27
590,eMBB,2,Non-GBR,54,AR Navigation,Tablet,146.9217,0.00035793920610115366,13.53375,0.0,100,-63.77,27.18,4.8608,26.36,41.24,64-QAM,24
591,eMBB,6,Non-GBR,53,Video Conferencing,Tablet,152.0717,0.00031426057950832155,13.115342,0.0,100,-65.26,27.23,6.5344,29.1,114.51,64-QAM,24
592,eMBB,9,Non-GBR,45,AR Navigation,Smartphone,162.1674,0.0003914780276579492,13.297431,0.0,50,-67.38,25.56,11.0094,27.42,88.49,64-QAM,25
593,eMBB,6,Non-GBR,50,Video Conferencing,Smartphone,151.2046,0.0004878416230247556,12.733278,0.0,100,-65.41,30.59,11.3691,30.24,81.57,64-QAM,26
594,eMBB,1,Non-GBR,50,AR Navigation,Laptop,154.332,0.0003482304637530893,12.620747,0.0,100,-67.93,29.3,5.1224,29.76,20.6,64-QAM,24
595,eMBB,4,Non-GBR,50,AR Navigation,Laptop,155.3682,0.0003064490515568845,12.986237,0.0,50,-67.63,27.72,14.9492,31.82,31.86,64-QAM,28
596,eMBB,9,Non-GBR,53,VR Gaming,AR Headset,160.7629,0.00024668875200630565,12.340979,0.0,200,-65.04,27.4,14.3001,27.11,73.62,64-QAM,22
597,eMBB,3,Non-GBR,46,AR Navigation,Smartphone,162.3889,0.00023821324867462964,12.809606,0.0,100,-64.96,26.9,8.2433,27.77,55.31,64-QAM,25
598,eMBB,3,Non-GBR,48,Cloud Download,Laptop,157.7009,0.0002564078785301856,12.97814,0.0,100,-67.49,26.01,5.5831,25.57,114.24,64-QAM,21
599,eMBB,1,Non-GBR,52,AR Navigation,Laptop,156.6854,0.00021269847911249592,13.407612,0.0,200,-63.31,27.41,6.5639,27.1,111.87,64-QAM,25
600,eMBB,5,Non-GBR,46,Cloud Download,Smart TV,153.2255,0.00019886587885655977,13.608427,0.0,200,-64.75,27.44,5.9583,29.48,82.92,64-QAM,25
601,URLLC,86,Delay-Crit GBR,18,Smart Grid,Industrial Robot,7.0,1e-05,1.5,1.141173,10,-69.4,26.63,0.4585,47.89,50.19,16-QAM,42
602,URLLC,85,Delay-Crit GBR,18,Drone Navigation,Drone,7.2417,8.683838841951346e-06,1.490397,1.289289,20,-66.77,24.92,0.7221,51.63,44.88,16-QAM,42
603,URLLC,80,Delay-Crit GBR,23,Remote Surgery,Industrial Robot,7.2729,9.959525010213242e-06,1.508896,1.257497,20,-71.54,24.56,0.3091,55.53,59.19,16-QAM,45
604,URLLC,85,Delay-Crit GBR,15,Industrial Automation,Autonomous Vehicle,7.3255,1.0574517903029184e-05,1.465952,1.136162,10,-65.43,28.07,0.7235,45.97,51.57,16-QAM,40
